"BoxOffDomIA" "Anno" "Sequel" "Tipo" "Fonte" "Metodo_Prod" "Genere" "Rating" "Budget"
"Get Over It 2001" 16.114923 2001 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG-13" 10
"Get Carter 2000" 21.909291 2000 0 "Contemporary Fiction" "Remake" "Live Action" "Drammatico" "R" 40
"Georgia Rule 2007" 21.654933 2007 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "R" 20
"George A. Romero s Land of the Dead 2005" 25.151916 2005 0 "Science Fiction" "Original Screenplay" "Live Action" "Horror" "R" 18.975
"Gaz Bar Blues 2003" 1.157542 2003 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "Not Rated" NA
"Garfield s A Tail of Two Kitties 2006" 34.242292 2006 1 "Kids Fiction" "Comic/Graphic Novel" "Animation/Live Action" "Commedia" "PG" NA
"Garfield 2004" 95.757024 2004 0 "Contemporary Fiction" "Comic/Graphic Novel" "Animation/Live Action" "Commedia" "PG" 50
"Garden State 2004" 34.025933 2004 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "R" 2.5
"Gangs of New York 2002" 103.569742 2002 0 "Historical Fiction" "Original Screenplay" "Live Action" "Drammatico" "R" 97
"Gabriela 2001" 3.253623 2001 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "R" 0.05
"G 2005" 3.718249 2005 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "R" NA
"Funny Games 2008" 1.422662 2008 0 "Contemporary Fiction" "Remake" "Live Action" "Thriller/Suspense" "R" NA
"Fun With Dick And Jane 2005" 134.866105 2005 0 "Contemporary Fiction" "Remake" "Live Action" "Commedia" "PG-13" 140
"Full Frontal 2002" 3.403762 2002 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "R" 2
"Frozen River 2008" 2.750336 2008 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "R" 1
"Frost/Nixon 2008" 19.885341 2008 0 "Dramatization" "Play" "Live Action" "Drammatico" "R" 29
"From Justin to Kelly 2003" 6.440449 2003 0 "Contemporary Fiction" "TV" "Live Action" "Musical" "PG" 12
"From Hell 2001" 44.044536 2001 0 "Historical Fiction" "Comic/Graphic Novel" "Live Action" "Thriller/Suspense" "R" 35
"Friends with Money 2006" 16.103356 2006 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "R" 6.5
"Friday Night Lights 2004" 77.741385 2004 0 "Contemporary Fiction" "Fiction Source" "Live Action" "Drammatico" "PG-13" 30
"Friday After Next 2002" 45.107343 2002 1 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "R" 10
"Frida 2002" 34.875496 2002 0 "Dramatization" "Real Life Events" "Live Action" "Drammatico" "R" 12
"Frequency 2000" 65.848133 2000 0 "Science Fiction" "Original Screenplay" "Live Action" "Drammatico" "PG-13" 31
"Freedomland 2006" 15.072772 2006 0 "Contemporary Fiction" "Fiction Source" "Live Action" "Drammatico" "R" NA
"Freedom Writers 2007" 41.979392 2007 0 "Dramatization" "Fiction Source" "Live Action" "Drammatico" "PG-13" 21
"Freddy vs. Jason 2003" 107.935658 2003 0 "Contemporary Fiction" "Other" "Live Action" "Horror" "R" 25
"Freddy Got Fingered 2001" 19.863012 2001 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "R" 15
"Fred Claus 2007" 82.548344 2007 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG" NA
"Freaky Friday 2003" 144.219803 2003 0 "Contemporary Fiction" "Remake" "Live Action" "Commedia" "PG" 26
"Frailty 2002" 17.795043 2002 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Thriller/Suspense" "R" 11
"Fracture 2007" 44.730682 2007 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Thriller/Suspense" "R" NA
"Four Christmases 2008" 131.935057 2008 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG-13" 80
"Four Brothers 2005" 91.681761 2005 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "R" 30
"Formula 51 2002" 7.067057 2002 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Azione" "R" 27
"Forgetting Sarah Marshall 2008" 69.419321 2008 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "R" 30
"For Your Consideration 2006" 6.677512 2006 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG-13" 12
"Fool s Gold 2008" 77.175893 2008 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Avventura" "PG-13" 72.5
"Flyboys 2006" 15.768709 2006 0 "Dramatization" "Real Life Events" "Live Action" "Drammatico" "PG-13" 60
"Fly Me To the Moon 2008" 15.889324 2008 0 "Kids Fiction" "Original Screenplay" "Digital Animation" "Avventura" "G" 25
"Flushed Away 2006" 77.624692 2006 0 "Kids Fiction" "Original Screenplay" "Digital Animation" "Commedia" "PG" 149
"Flightplan 2005" 110.404983 2005 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Thriller/Suspense" "PG-13" 55
"Flight of the Phoenix 2004" 26.522803 2004 0 "Historical Fiction" "Remake" "Live Action" "Avventura" "PG-13" 75
"Flicka 2006" 25.29059 2006 0 "Contemporary Fiction" "Fiction Source" "Live Action" "Drammatico" "PG" 15
"Flawless 2008" 1.318924 2008 0 "Historical Fiction" "Original Screenplay" "Live Action" "Drammatico" "PG-13" NA
"Flash of Genius 2008" 4.881661 2008 0 "Dramatization" "Real Life Events" "Live Action" "Drammatico" "PG-13" NA
"Flags of Our Fathers 2006" 40.476757 2006 0 "Historical Fiction" "Fiction Source" "Live Action" "Drammatico" "R" 53
"First Sunday 2008" 41.682791 2008 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG-13" NA
"First Daughter 2004" 11.504677 2004 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG" 30
"Firewall 2006" 58.717443 2006 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Thriller/Suspense" "PG-13" NA
"Fireproof 2008" 36.755305 2008 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "PG" 0.5
"Firehouse Dog 2007" 15.965802 2007 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG" NA
"Finding Neverland 2004" 64.586404 2004 0 "Historical Fiction" "Play" "Live Action" "Drammatico" "PG" 25
"Finding Nemo 2003" 444.501881 2003 0 "Kids Fiction" "Original Screenplay" "Digital Animation" "Avventura" "G" 94
"Finding Forrester 2000" 72.535311 2000 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "PG-13" 43
"Find Me Guilty 2006" 1.413785 2006 0 "Dramatization" "Real Life Events" "Live Action" "Drammatico" "R" 13
"Final Fantasy: The Spirits Within 2001" 44.791546 2001 0 "Science Fiction" "Game" "Digital Animation" "Avventura" "PG-13" 137
"Final Destination 3 2006" 65.165435 2006 1 "Fantasy" "Original Screenplay" "Live Action" "Horror" "R" 25
"Final Destination 2 2003" 61.362305 2003 1 "Fantasy" "Original Screenplay" "Live Action" "Horror" "R" 26
"Final Destination 2000" 78.025094 2000 0 "Fantasy" "Original Screenplay" "Live Action" "Horror" "R" 23
"Fever Pitch 2005" 51.784824 2005 0 "Contemporary Fiction" "Fiction Source" "Live Action" "Commedia" "PG-13" 40
"Festival Express 2004" 1.489498 2004 0 "Dramatization" "Real Life Events" "Live Action" "Concerto" "R" NA
"Femme Fatale 2002" 8.952097 2002 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Thriller/Suspense" "R" 35
"Feel the Noise 2007" 6.729192 2007 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "PG-13" NA
"FearDotCom 2002" 17.936542 2002 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Horror" "R" 40
"Fauteils d orchestre 2007" 2.34505 2007 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG-13" NA
"Fat Albert 2004" 60.544791 2004 0 "Contemporary Fiction" "TV" "Live Action" "Commedia" "PG" 45
"Fast Food Nation 2006" 1.210066 2006 0 "Contemporary Fiction" "Fiction Source" "Live Action" "Drammatico" "R" NA
"Far From Heaven 2002" 21.304752 2002 0 "Historical Fiction" "Original Screenplay" "Live Action" "Drammatico" "PG-13" 13.5
"Fantastic Four: Rise of the Silver Surfer 2007" 151.286545 2007 1 "Super Hero" "Comic/Graphic Novel" "Live Action" "Azione" "PG" 120
"Fantastic Four 2005" 190.41311 2005 0 "Super Hero" "Comic/Graphic Novel" "Live Action" "Azione" "PG-13" 87.5
"Fantasia 2000 (Theatrical Release) 2000" 13.325871 2000 1 "Fantasy" "Other" "Hand Animation" "Musical" "G" 80
"Fantasia 2000 (IMAX) 2000" 88.776418 2000 1 "Kids Fiction" "Other" "Live Action" "Musical" "G" 80
"Fanaa 2006" 2.536067 2006 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "Not Rated" NA
"Failure to Launch 2006" 106.795876 2006 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG-13" 50
"Fahrenheit 9/11 2004" 151.292841 2004 0 "Factual" "Real Life Events" "Live Action" "Documentario" "R" 6
"Factotum 2006" 0.973571 2006 0 NA "Fiction Source" "Live Action" "Drammatico" "R" NA
"Factory Girl 2006" 2.00137 2006 0 "Dramatization" "Real Life Events" "Live Action" "Drammatico" "R" 7
"Facing the Giants 2006" 12.254527 2006 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "PG" 0.1
"Eye of the Beholder 2000" 24.093054 2000 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Thriller/Suspense" "R" 15
"Extreme Ops 2002" 6.56407 2002 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Azione" "PG-13" 40
"Extreme Days 2001" 1.460281 2001 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Azione" "PG" NA
"Expelled: No Intelligence Allowed 2008" 8.483936 2008 0 "Factual" "Real Life Events" "Live Action" "Documentario" "PG" NA
"Exorcist: The Beginning 2004" 53.127094 2004 1 "Historical Fiction" "Fiction Source" "Live Action" "Horror" "R" 78
"Exit Wounds 2001" 72.151123 2001 0 "Contemporary Fiction" "Fiction Source" "Live Action" "Azione" "R" 33
"Evolution 2001" 53.405453 2001 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG-13" 80
"Everything is Illuminated 2005" 2.099395 2005 0 "Contemporary Fiction" "Fiction Source" "Live Action" "Drammatico" "PG-13" NA
"Everyone s Hero 2006" 17.494237 2006 0 "Kids Fiction" "Original Screenplay" "Digital Animation" "Avventura" "G" NA
"Evening 2007" 14.227974 2007 0 "Contemporary Fiction" "Fiction Source" "Live Action" "Drammatico" "PG-13" NA
"Evelyn 2002" 1.972966 2002 0 "Dramatization" "Real Life Events" "Live Action" "Drammatico" "PG" NA
"Evan Almighty 2007" 115.012451 2007 1 "Fantasy" "Original Screenplay" "Live Action" "Commedia" "PG" 175
"Eurotrip 2004" 22.511559 2004 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "R" 25
"Euro Pudding (L Auberge Espagnole) 2003" 1.18006 2003 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "R" NA
"Eternal Sunshine of the Spotless Mind 2004" 43.663741 2004 0 "Fantasy" "Fiction Source" "Live Action" "Commedia" "R" 20
"ESPN s Ultimate X - The Movie 2002" 5.699775 2002 0 "Factual" "Real Life Events" "Live Action" "Documentario" "PG" NA
"Escanaba in Da Moonlight 2001" 3.173295 2001 0 "Contemporary Fiction" "Play" "Live Action" "Commedia" "PG-13" NA
"Erin Brockovich 2000" 183.78091 2000 0 "Dramatization" "Real Life Events" "Live Action" "Drammatico" "R" 50
"Eragon 2006" 89.456986 2006 0 "Fantasy" "Fiction Source" "Animation/Live Action" "Avventura" "PG" 100
"Equilibrium 2002" 1.616046 2002 0 "Science Fiction" "Original Screenplay" "Live Action" "Azione" "R" 20
"Epic Movie 2007" 45.5732 2007 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG-13" 20
"Envy 2004" 17.213566 2004 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG-13" 20
"Enron: The Smartest Guys in the Room 2005" 5.002852 2005 0 "Factual" "Real Life Events" "Live Action" "Documentario" "Not Rated" NA
"Enough 2002" 53.202791 2002 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Thriller/Suspense" "PG-13" 38
"Enigma 2002" 5.837148 2002 0 "Historical Fiction" "Fiction Source" "Live Action" "Thriller/Suspense" "R" NA
"Enemy at the Gates 2001" 71.646747 2001 0 "Historical Fiction" "Real Life Events" "Live Action" "Drammatico" "R" 85
"End of the Spear 2006" 14.097544 2006 0 "Historical Fiction" "Original Screenplay" "Live Action" "Drammatico" "PG-13" 10
"Encounters at the End of the World 2008" 1.038371 2008 0 "Factual" "Real Life Events" "Live Action" "Documentario" "G" NA
"Enchanted 2007" 145.79359 2007 0 "Fantasy" "Original Screenplay" "Animation/Live Action" "Commedia" "PG" 85
"Employee of the Month 2006" 34.264108 2006 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG-13" 10
"Empire 2002" 23.655632 2002 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "R" 3.5
"Emma Smith: My Story 2008" 0.958698 2008 0 "Dramatization" "Real Life Events" "Live Action" "Drammatico" "PG" NA
"Ella Enchanted 2004" 29.112546 2004 0 "Fantasy" "Fiction Source" "Live Action" "Commedia" "PG" 35
"Elizabethtown 2005" 33.035083 2005 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "PG-13" 54
"Elizabeth: The Golden Age 2007" 18.675953 2007 1 "Dramatization" "Real Life Events" "Live Action" "Drammatico" "PG-13" NA
"Elf 2003" 226.765756 2003 0 "Kids Fiction" "Original Screenplay" "Live Action" "Commedia" "PG" 32
"Elephant 2003" 1.645223 2003 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "R" NA
"Elektra 2005" 30.043479 2005 0 "Super Hero" "Other" "Live Action" "Azione" "PG-13" 65
"Elegy 2008" 3.930948 2008 0 "Contemporary Fiction" "Fiction Source" "Live Action" "Drammatico" "R" NA
"El Vacilón: The Movie 2005" 2.084215 2005 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "R" NA
"El orfanato 2007" 7.883278 2007 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Horror" "R" NA
"El Laberinto del Fauno 2006" 43.192314 2006 0 "Historical Fiction" "Original Screenplay" "Live Action" "Horror" "R" 16
"El crimen de padre Amaro 2002" 7.694273 2002 0 "Historical Fiction" "Fiction Source" "Live Action" "Drammatico" "R" 1.8
"El Cantante 2007" 8.66524 2007 0 "Dramatization" "Real Life Events" "Live Action" "Drammatico" "R" NA
"Eklavya - The Royal Guard 2007" 1.47962 2007 0 "Historical Fiction" "Original Screenplay" "Live Action" "Azione" "Not Rated" NA
"Eight Legged Freaks 2002" 23.447975 2002 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG-13" 30
"Eight Crazy Nights 2002" 32.045495 2002 0 "Kids Fiction" "Original Screenplay" "Hand Animation" "Musical" "PG-13" NA
"Eight Below 2006" 98.285943 2006 0 "Contemporary Fiction" "Remake" "Live Action" "Avventura" "PG" 40
"Efter brylluppet 2007" 1.750436 2007 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "R" NA
"Eastern Promises 2007" 19.703516 2007 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Thriller/Suspense" "R" 50
"East-West 2000" 3.395667 2000 0 "Historical Fiction" "Original Screenplay" "Live Action" "Drammatico" "PG-13" NA
"East is East 2000" 6.105085 2000 0 "Contemporary Fiction" "Play" "Live Action" "Commedia" "R" 3
"Eagle Eye 2008" 111.469959 2008 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Thriller/Suspense" "PG-13" 80
"DysFunkTional Family 2003" 2.950576 2003 0 "Factual" "Real Life Events" "Live Action" "Documentario" "R" 3
"Duplex 2003" 12.629231 2003 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG-13" 40
"Dungeons and Dragons 2000" 22.163239 2000 0 "Fantasy" "Game" "Live Action" "Avventura" "PG-13" 35
"Dumb and Dumberer: When Harry Met Lloyd 2003" 34.301018 2003 1 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG-13" 30
"Duma 2005" 1.05857 2005 0 NA "Fiction Source" "Live Action" "Avventura" "PG" 12
"Duets 2000" 6.930079 2000 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "R" 16
"Dude, Where s My Car? 2000" 67.628559 2000 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG-13" 14
"Drumline 2002" 75.832423 2002 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG-13" 20
"Drowning Mona 2000" 22.582663 2000 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG-13" 16
"Driven 2001" 45.467687 2001 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Azione" "PG-13" 72
"Drillbit Taylor 2008" 36.111702 2008 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG-13" 40
"Dreamgirls 2006" 120.929351 2006 0 "Historical Fiction" "Other" "Live Action" "Musical" "PG-13" 75
"Dreamer: Inspired by a True Story 2005" 40.638329 2005 0 "Dramatization" "Real Life Events" "Live Action" "Drammatico" "PG" NA
"Dreamcatcher 2003" 44.075749 2003 0 "Science Fiction" "Fiction Source" "Live Action" "Drammatico" "R" 68
"Dragonfly 2002" 40.82675 2002 0 "Fantasy" "Original Screenplay" "Live Action" "Drammatico" "PG-13" 60
"Dracula 2000 2000" 47.508475 2000 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Horror" "R" 28
"Dr. T and the Women 2000" 19.125652 2000 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "R" NA
"Downfall 2005" 6.772279 2005 0 "Dramatization" "Real Life Events" "Live Action" "Drammatico" "R" 13.5
"Down with Love 2003" 26.559342 2003 0 "Historical Fiction" "Original Screenplay" "Live Action" "Commedia" "PG-13" NA
"Down to You 2000" 29.328124 2000 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG-13" 9
"Down to Earth 2001" 89.455668 2001 0 "Fantasy" "Remake" "Live Action" "Commedia" "PG-13" 30
"Doubt 2008" 36.062705 2008 0 "Historical Fiction" "Play" "Live Action" "Drammatico" "PG-13" 20
"Double Take 2001" 41.573278 2001 0 "Contemporary Fiction" "Remake" "Live Action" "Azione" "PG-13" 24
"Dostana 2008" 1.357151 2008 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Musical" "Not Rated" NA
"Doomsday 2008" 12.097382 2008 0 "Science Fiction" "Original Screenplay" "Live Action" "Azione" "R" 33
"Doom 2005" 34.503364 2005 0 "Science Fiction" "Game" "Live Action" "Horror" "R" 70
"Doogal 2006" 9.125448 2006 0 "Kids Fiction" "TV" "Digital Animation" "Avventura" "G" 20
"Donnie Darko 2001" 1.667575 2001 0 "Fantasy" "Original Screenplay" "Live Action" "Drammatico" "R" 4.5
"Don t Say a Word 2001" 76.663461 2001 0 "Contemporary Fiction" "Fiction Source" "Live Action" "Thriller/Suspense" "R" 50
"Don 2006" 2.678939 2006 0 "Contemporary Fiction" "Remake" "Live Action" "Azione" "Not Rated" NA
"Domino 2005" 12.477806 2005 0 "Dramatization" "Real Life Events" "Live Action" "Azione" "R" 50
"Domestic Disturbance 2001" 63.001808 2001 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Thriller/Suspense" "PG-13" 53
"Dolphins and Whales Tribes of the Ocean 3D 2008" 8.338191 2008 0 "Factual" "Real Life Events" "Live Action" "Documentario" "Not Rated" 6
"Dolphins 2000" 79.046383 2000 0 "Factual" "Real Life Events" "Live Action" "Documentario" "Not Rated" NA
"Dogville 2004" 1.944404 2004 0 "Historical Fiction" "Original Screenplay" "Live Action" "Drammatico" "R" NA
"Dogtown and Z-Boys 2002" 1.756298 2002 0 "Factual" "Real Life Events" "Live Action" "Documentario" "PG-13" NA
"Dodgeball: A True Underdog Story 2004" 145.25232 2004 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG-13" 30
"Doctor Dolittle 2 2001" 157.452509 2001 1 "Kids Fiction" "Remake" "Live Action" "Commedia" "PG" 72
"Divided We Fall 2001" 1.840224 2001 0 "Historical Fiction" "Original Screenplay" "Live Action" "Drammatico" "PG-13" NA
"Disturbia 2007" 91.866552 2007 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Thriller/Suspense" "PG-13" 20
